epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
146,4180.74,0.44438,0.25789,0.02556,0.01142,0.96806,0.97763,0.99258,0.93178,0.37636,0.19135,0.02839,0.00262,0.000199039,0.000199039,0.000199039
147,4207.65,0.46242,0.25854,0.02345,0.0117,0.98377,1,0.99484,0.936,0.37377,0.14785,0.02747,0.0027,0.000189253,0.000189253,0.000189253
148,4234.55,0.45724,0.25533,0.02694,0.00582,0.98161,1,0.99484,0.93386,0.37225,0.13464,0.02756,0.0028,0.000179716,0.000179716,0.000179716
149,4261.27,0.45882,0.24209,0.02494,0.00758,0.99943,0.96774,0.99362,0.93501,0.37391,0.16003,0.02798,0.00288,0.000170432,0.000170432,0.000170432
150,4287.84,0.39583,0.22829,0.02488,0.00455,0.97888,0.98387,0.99422,0.94114,0.37425,0.1512,0.02764,0.00285,0.000161404,0.000161404,0.000161404
151,4314.43,0.42939,0.26704,0.02705,0.00545,0.97879,1,0.99373,0.93724,0.37282,0.14887,0.0272,0.00267,0.000152635,0.000152635,0.000152635
152,4347.14,0.45995,0.24674,0.02345,0.00645,0.99968,0.96774,0.99275,0.93757,0.37041,0.16712,0.0269,0.00287,0.000144126,0.000144126,0.000144126
153,4376.65,0.42462,0.24142,0.02387,0.00327,0.96465,0.95161,0.9911,0.93871,0.36529,0.1776,0.02698,0.00289,0.000135882,0.000135882,0.000135882
154,4406.54,0.44578,0.23527,0.02479,0.00704,0.98218,0.98387,0.9938,0.94223,0.37625,0.15237,0.02747,0.00293,0.000127904,0.000127904,0.000127904
155,4433.34,0.42106,0.22707,0.02379,0.00795,0.99865,0.98387,0.99469,0.94055,0.3759,0.14239,0.02761,0.00299,0.000120194,0.000120194,0.000120194
156,4459.7,0.40629,0.25972,0.02194,0.00802,0.96794,1,0.99436,0.93678,0.37897,0.14605,0.02838,0.00297,0.000112755,0.000112755,0.000112755
157,4486.23,0.44187,0.23258,0.02356,0.00532,0.99868,0.96774,0.99406,0.93857,0.37056,0.14791,0.02782,0.00297,0.00010559,0.00010559,0.00010559
158,4512.82,0.45351,0.24832,0.02716,0.00425,0.98006,0.96774,0.99362,0.94049,0.36858,0.15516,0.02757,0.00294,9.87002e-05,9.87002e-05,9.87002e-05
159,4539.46,0.43577,0.26474,0.02259,0.00542,0.97699,0.98387,0.99405,0.94355,0.36445,0.14644,0.02798,0.00296,9.2088e-05,9.2088e-05,9.2088e-05
