epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
62,1085.47,0.62817,0.49463,0.02503,0.00831,0.94972,0.91935,0.98263,0.87044,0.57578,0.29892,0.02824,0.00397,0.00148996,0.00148996,0.00148996
63,1105.45,0.69944,0.56408,0.02421,0.0074,0.95296,0.98025,0.98708,0.89205,0.49613,0.28251,0.02988,0.00309,0.00147478,0.00147478,0.00147478
64,1124.66,0.74479,0.64931,0.02781,0.00874,0.98175,0.86752,0.98203,0.88343,0.49674,0.31527,0.03095,0.00358,0.00145945,0.00145945,0.00145945
65,1141,0.63081,0.55535,0.0223,0.01084,0.958,0.93548,0.97657,0.88797,0.50237,0.31902,0.0294,0.00426,0.00144399,0.00144399,0.00144399
66,1157.16,0.66967,0.56765,0.02509,0.00909,0.88309,0.97469,0.98002,0.87032,0.51452,0.30664,0.03097,0.00392,0.00142839,0.00142839,0.00142839
67,1172.6,0.66542,0.56794,0.02224,0.00986,0.95785,0.90323,0.98004,0.86879,0.53212,0.30576,0.02998,0.00384,0.00141267,0.00141267,0.00141267
68,1188.08,0.6693,0.55281,0.0264,0.01195,0.90973,0.97538,0.96063,0.86014,0.51885,0.36249,0.02802,0.00347,0.00139682,0.00139682,0.00139682
69,1203.78,0.651,0.55615,0.02472,0.00818,0.87811,0.91935,0.9613,0.85895,0.49729,0.36937,0.02716,0.00361,0.00138086,0.00138086,0.00138086
70,1219.47,0.62505,0.51144,0.0265,0.00885,0.90929,0.97012,0.97877,0.86356,0.53074,0.33548,0.0275,0.00418,0.00136478,0.00136478,0.00136478
71,1235.4,0.6805,0.52234,0.0282,0.01227,0.92384,0.96774,0.97774,0.89514,0.47884,0.28095,0.02684,0.00463,0.0013486,0.0013486,0.0013486
72,1253.78,0.6243,0.50694,0.02437,0.00922,0.95211,0.96215,0.98123,0.88214,0.50171,0.26513,0.02744,0.00386,0.00133231,0.00133231,0.00133231
73,1275.92,0.61669,0.48161,0.02309,0.01158,0.92783,0.95161,0.97722,0.88903,0.50421,0.29737,0.02676,0.00359,0.00131593,0.00131593,0.00131593
74,1292.43,0.60728,0.50282,0.02454,0.0094,0.85243,0.93173,0.95391,0.88276,0.50035,0.40198,0.02581,0.0039,0.00129945,0.00129945,0.00129945
75,1309.02,0.60518,0.48683,0.02396,0.00959,0.95153,0.94991,0.9805,0.89753,0.46225,0.28984,0.0266,0.00541,0.00128288,0.00128288,0.00128288
76,1326,0.6747,0.53279,0.02941,0.01316,0.96647,0.92998,0.98145,0.88533,0.48553,0.29946,0.02979,0.0037,0.00126623,0.00126623,0.00126623
77,1342.04,0.64379,0.52093,0.02805,0.00973,0.96646,0.92965,0.9796,0.8922,0.466,0.29653,0.02784,0.00348,0.0012495,0.0012495,0.0012495
78,1357.62,0.65699,0.49177,0.02419,0.01587,0.98803,0.91935,0.98417,0.8861,0.49456,0.26766,0.02712,0.00352,0.0012327,0.0012327,0.0012327
79,1373.89,0.5855,0.42242,0.02478,0.00958,0.96426,0.87034,0.96866,0.88,0.46748,0.32822,0.02635,0.00422,0.00121583,0.00121583,0.00121583
80,1390.65,0.61001,0.49442,0.02765,0.00858,0.92195,0.95161,0.9852,0.91,0.45256,0.25828,0.02715,0.00491,0.0011989,0.0011989,0.0011989
81,1406.26,0.62266,0.48984,0.0269,0.00631,0.96764,0.96466,0.99145,0.91377,0.44606,0.20606,0.02799,0.00332,0.00118191,0.00118191,0.00118191
82,1421.93,0.59382,0.48326,0.02428,0.00895,0.92391,0.97921,0.98576,0.91508,0.43605,0.23828,0.02824,0.00336,0.00116487,0.00116487,0.00116487
83,1437.59,0.58628,0.52233,0.02451,0.01073,0.9625,0.95161,0.98526,0.92225,0.40954,0.24066,0.02717,0.00366,0.00114778,0.00114778,0.00114778
84,1453.41,0.57435,0.49633,0.02425,0.00679,0.91085,1,0.9846,0.91847,0.44759,0.25835,0.02629,0.00397,0.00113065,0.00113065,0.00113065
85,1469.15,0.61416,0.51441,0.02495,0.01084,0.88861,0.95161,0.97739,0.91024,0.45483,0.29397,0.02527,0.00368,0.00111348,0.00111348,0.00111348
86,1484.95,0.59157,0.49515,0.02434,0.00556,0.93602,0.94387,0.96439,0.88177,0.46973,0.32102,0.02799,0.00347,0.00109628,0.00109628,0.00109628
87,1507.05,0.5645,0.44149,0.02409,0.00834,0.98265,0.9136,0.98495,0.88999,0.46776,0.28144,0.02626,0.0034,0.00107906,0.00107906,0.00107906
88,1525.8,0.61668,0.48173,0.02568,0.01371,0.95379,1,0.99016,0.91946,0.42307,0.20229,0.02591,0.00373,0.00106181,0.00106181,0.00106181
89,1542.04,0.55779,0.43152,0.02421,0.00818,0.95475,0.96774,0.99208,0.9193,0.40055,0.22482,0.02608,0.00368,0.00104455,0.00104455,0.00104455
90,1558.61,0.60512,0.47233,0.02796,0.00906,0.95282,0.97719,0.98872,0.89963,0.48842,0.23854,0.0292,0.00396,0.00102728,0.00102728,0.00102728
91,1575.46,0.5566,0.38003,0.02481,0.00774,0.97799,0.98387,0.99232,0.91134,0.44728,0.20031,0.02715,0.00381,0.00101,0.00101,0.00101
92,1591.97,0.60083,0.41907,0.02332,0.00705,0.9687,0.99853,0.99356,0.91283,0.43681,0.17989,0.02763,0.0029,0.000992722,0.000992722,0.000992722
93,1608.57,0.57614,0.44188,0.02379,0.00894,0.96699,0.96774,0.9886,0.9145,0.42777,0.21766,0.026,0.00304,0.000975449,0.000975449,0.000975449
94,1624.3,0.54583,0.3437,0.02507,0.01717,0.96279,0.96774,0.987,0.91011,0.44397,0.23581,0.02779,0.00377,0.000958187,0.000958187,0.000958187
